id,user,date,pc,filename,activity,to_removable_media
E307,U117,2024-01-01 07:49:06.078680,PC-117,play.mp3,File Open,False
E308,U117,2024-01-01 11:40:06.078680,PC-117,finally.png,File Open,False
E318,U118,2024-01-01 06:44:23.183620,PC-118,information.mov,File Open,False
E319,U118,2024-01-01 11:41:23.183620,PC-118,family.numbers,File Open,False
E320,U118,2024-01-01 07:05:23.183620,PC-118,agree.bmp,File Open,False
E321,U118,2024-01-01 09:58:23.183620,PC-118,national.jpg,File Open,False
E360,U120,2024-01-01 12:04:25.487461,PC-120,section.webm,File Open,False
E361,U120,2024-01-01 07:38:25.487461,PC-120,may.mov,File Open,False
E362,U120,2024-01-01 13:15:25.487461,PC-120,glass.mp3,File Open,False
E363,U120,2024-01-01 12:17:25.487461,PC-120,past.mp3,File Open,False
E364,U120,2024-01-01 10:07:25.487461,PC-120,way.pdf,File Open,False
E375,U121,2024-01-01 08:29:40.907129,PC-121,fight.pdf,File Open,False
E376,U121,2024-01-01 12:49:40.907129,PC-121,sea.tiff,File Open,False
E377,U121,2024-01-01 09:37:40.907129,PC-121,media.html,File Open,False
E378,U121,2024-01-01 08:26:40.907129,PC-121,world.odp,File Open,False
E394,U122,2024-01-01 09:32:00.000000,PC-122,even.txt,File Open,False
E395,U122,2024-01-01 10:51:00.000000,PC-122,since.bmp,File Open,False
E396,U122,2024-01-01 08:28:00.000000,PC-122,find.pdf,File Open,False
E404,U123,2024-01-01 11:12:19.402594,PC-123,morning.txt,File Open,False
E405,U123,2024-01-01 10:56:19.402594,PC-123,buy.key,File Open,False
E417,U124,2024-01-01 16:09:00.000000,PC-124,vote.html,File Open,False
E418,U124,2024-01-01 14:51:00.000000,PC-124,true.js,File Open,False
E430,U125,2024-01-01 10:01:31.396777,PC-125,first.jpg,File Open,False
E431,U125,2024-01-01 12:13:31.396777,PC-125,onto.doc,File Open,False
E446,U126,2024-01-01 08:59:14.183290,PC-126,answer.odt,File Open,False
E454,U127,2024-01-01 11:05:01.601549,PC-127,those.mp4,File Open,False
E455,U127,2024-01-01 13:34:01.601549,PC-127,anything.wav,File Open,False
E475,U128,2024-01-01 11:42:38.476662,PC-128,on.jpeg,File Open,False
E476,U128,2024-01-01 08:24:38.476662,PC-128,cultural.js,File Open,False
E477,U128,2024-01-01 08:57:38.476662,PC-128,bed.webm,File Open,False
E486,U129,2024-01-01 13:53:19.895994,PC-129,computer.bmp,File Open,False
E487,U129,2024-01-01 13:19:19.895994,PC-129,know.html,File Open,False
E488,U129,2024-01-01 09:16:19.895994,PC-129,stay.ods,File Open,False
E489,U129,2024-01-01 10:42:19.895994,PC-129,enter.mp3,File Open,False
E490,U129,2024-01-01 11:16:19.895994,PC-129,process.tiff,File Open,False
E500,U130,2024-01-01 11:24:00.337213,PC-130,money.txt,File Open,False
E501,U130,2024-01-01 13:54:00.337213,PC-130,floor.tiff,File Open,False
E518,U131,2024-01-01 07:57:02.922766,PC-131,soldier.jpeg,File Open,False
E519,U131,2024-01-01 09:50:02.922766,PC-131,blue.wav,File Open,False
E537,U132,2024-01-01 13:09:57.174162,PC-132,have.wav,File Open,False
E554,U133,2024-01-02 02:53:00.000000,PC-133,different.flac,File Open,False
E595,U135,2024-01-01 23:58:00.000000,PC-135,small.ods,File Open,False
E618,U136,2024-01-01 13:52:09.793196,PC-136,pattern.pdf,File Open,False
E619,U136,2024-01-01 09:15:09.793196,PC-136,black.gif,File Open,False
E620,U136,2024-01-01 13:58:09.793196,PC-136,effect.tiff,File Open,False
E634,U137,2024-01-01 07:52:22.529561,PC-137,play.flac,File Open,False
E635,U137,2024-01-01 12:36:22.529561,PC-137,population.pdf,File Open,False
E636,U137,2024-01-01 10:56:22.529561,PC-137,others.tiff,File Open,False
E637,U137,2024-01-01 11:46:22.529561,PC-137,chance.mp3,File Open,False
E638,U137,2024-01-01 07:45:22.529561,PC-137,bank.key,File Open,False
E657,U138,2024-01-01 10:29:18.019028,PC-138,draw.html,File Open,False
E658,U138,2024-01-01 13:12:18.019028,PC-138,assume.pages,File Open,False
E659,U138,2024-01-01 08:26:18.019028,PC-138,region.tiff,File Open,False
E660,U138,2024-01-01 11:01:18.019028,PC-138,relate.flac,File Open,False
E661,U138,2024-01-01 08:07:18.019028,PC-138,number.pdf,File Open,False
E669,U139,2024-01-02 00:33:00.000000,PC-139,only.mp3,File Open,False
E704,U141,2024-01-01 09:21:20.103681,PC-141,hot.html,File Open,False
E705,U141,2024-01-01 11:28:20.103681,PC-141,financial.pages,File Open,False
E706,U141,2024-01-01 13:28:20.103681,PC-141,many.css,File Open,False
E707,U141,2024-01-01 09:41:20.103681,PC-141,past.wav,File Open,False
E740,U143,2024-01-01 05:11:00.000000,PC-143,expert.js,File Open,False
E741,U143,2024-01-01 07:10:00.000000,PC-143,today.txt,File Open,False
E742,U143,2024-01-01 04:41:00.000000,PC-143,range.js,File Open,False
E743,U143,2024-01-01 02:07:00.000000,PC-143,cause.bmp,File Open,False
E761,U144,2024-01-01 11:19:36.576578,PC-144,themselves.pptx,File Open,False
E762,U144,2024-01-01 11:10:36.576578,PC-144,nearly.odp,File Open,False
E763,U144,2024-01-01 10:55:36.576578,PC-144,born.key,File Open,False
E764,U144,2024-01-01 13:26:36.576578,PC-144,mind.flac,File Open,False
E802,U146,2024-01-01 12:28:46.282498,PC-146,attorney.wav,File Open,False
E803,U146,2024-01-01 13:02:46.282498,PC-146,professional.tiff,File Open,False
E804,U146,2024-01-01 11:09:46.282498,PC-146,language.tiff,File Open,False
E826,U147,2024-01-01 10:10:20.555584,PC-147,her.js,File Open,False
E827,U147,2024-01-01 09:42:20.555584,PC-147,ok.ods,File Open,False
E842,U148,2024-01-01 09:07:10.797314,PC-148,very.js,File Open,False
E843,U148,2024-01-01 07:34:10.797314,PC-148,more.mp4,File Open,False
E844,U148,2024-01-01 08:22:10.797314,PC-148,company.jpg,File Open,False
E845,U148,2024-01-01 09:14:10.797314,PC-148,my.bmp,File Open,False
E860,U149,2024-01-01 07:17:09.212349,PC-149,range.wav,File Open,False
E861,U149,2024-01-01 06:31:09.212349,PC-149,kitchen.json,File Open,False
E862,U149,2024-01-01 11:18:09.212349,PC-149,save.doc,File Open,False
E879,U150,2024-01-01 07:34:00.000000,PC-150,along.xlsx,File Open,False
E896,U151,2024-01-01 10:42:07.591229,PC-151,south.mp4,File Open,False
E897,U151,2024-01-01 09:39:07.591229,PC-151,thus.mp4,File Open,False
E898,U151,2024-01-01 11:54:07.591229,PC-151,pressure.html,File Open,False
E899,U151,2024-01-01 12:20:07.591229,PC-151,water.ods,File Open,False
E908,U152,2024-01-01 11:08:00.000000,PC-152,language.jpg,File Open,False
E918,U153,2024-01-01 11:39:00.000000,PC-153,its.doc,File Open,False
E935,U154,2024-01-01 08:13:01.000556,PC-154,meet.pptx,File Open,False
E936,U154,2024-01-01 07:37:01.000556,PC-154,support.avi,File Open,False
E945,U155,2024-01-01 22:52:00.000000,PC-155,situation.numbers,File Open,False
E946,U155,2024-01-01 20:11:00.000000,PC-155,itself.mov,File Open,False
E1005,U158,2024-01-01 06:40:17.271727,PC-158,eight.avi,File Open,False
E1006,U158,2024-01-01 12:16:17.271727,PC-158,standard.mp3,File Open,False
E1007,U158,2024-01-01 11:17:17.271727,PC-158,reveal.html,File Open,False
E1008,U158,2024-01-01 10:36:17.271727,PC-158,budget.mp4,File Open,False
E1043,U160,2024-01-01 08:53:05.756273,PC-160,population.odt,File Open,False
E1044,U160,2024-01-01 10:44:05.756273,PC-160,near.mp4,File Open,False
E1045,U160,2024-01-01 12:25:05.756273,PC-160,loss.mp3,File Open,False
E1046,U160,2024-01-01 08:43:05.756273,PC-160,natural.flac,File Open,False
E1047,U160,2024-01-01 09:56:05.756273,PC-160,simple.webm,File Open,False
E1070,U161,2024-01-01 07:45:31.565322,PC-161,market.mp3,File Open,False
E1071,U161,2024-01-01 10:08:31.565322,PC-161,run.bmp,File Open,False
E1088,U162,2024-01-01 23:31:00.000000,PC-162,job.mp3,File Open,False
E1103,U163,2024-01-01 12:29:19.767018,PC-163,arm.mp3,File Open,False
E1104,U163,2024-01-01 08:13:19.767018,PC-163,including.mp3,File Open,False
E1105,U163,2024-01-01 11:09:19.767018,PC-163,pick.tiff,File Open,False
E1106,U163,2024-01-01 07:14:19.767018,PC-163,practice.webm,File Open,False
E1107,U163,2024-01-01 08:00:19.767018,PC-163,go.ppt,File Open,False
E1125,U164,2024-01-01 12:12:58.763387,PC-164,study.pages,File Open,False
E1126,U164,2024-01-01 09:41:58.763387,PC-164,serious.odt,File Open,False
E1127,U164,2024-01-01 11:50:58.763387,PC-164,pass.docx,File Open,False
E1128,U164,2024-01-01 06:59:58.763387,PC-164,Mrs.wav,File Open,False
E1146,U165,2024-01-01 09:21:44.359321,PC-165,also.xls,File Open,False
E1147,U165,2024-01-01 13:47:44.359321,PC-165,short.mov,File Open,False
E1173,U167,2024-01-02 01:22:00.000000,PC-167,as.html,File Open,False
E1174,U167,2024-01-02 01:54:00.000000,PC-167,could.ppt,File Open,False
E1175,U167,2024-01-01 22:08:00.000000,PC-167,million.css,File Open,False
E1198,U168,2024-01-01 12:44:28.072496,PC-168,return.docx,File Open,False
E1199,U168,2024-01-01 08:59:28.072496,PC-168,fund.avi,File Open,False
E1200,U168,2024-01-01 10:44:28.072496,PC-168,personal.bmp,File Open,False
E1217,U169,2024-01-01 21:39:00.000000,PC-169,particularly.json,File Open,False
E1218,U169,2024-01-02 02:24:00.000000,PC-169,decide.odt,File Open,False
E1227,U170,2024-01-01 13:08:05.335053,PC-170,discussion.jpeg,File Open,False
E1257,U172,2024-01-01 10:03:22.892239,PC-172,particular.odt,File Open,False
E1258,U172,2024-01-01 09:08:22.892239,PC-172,race.numbers,File Open,False
E1259,U172,2024-01-01 09:55:22.892239,PC-172,personal.ods,File Open,False
E1260,U172,2024-01-01 11:50:22.892239,PC-172,lot.webm,File Open,False
E1277,U173,2024-01-01 16:11:00.000000,PC-173,when.mp4,File Open,False
E1278,U173,2024-01-01 13:50:00.000000,PC-173,choose.odt,File Open,False
E1279,U173,2024-01-01 16:26:00.000000,PC-173,imagine.html,File Open,False
E1280,U173,2024-01-01 13:11:00.000000,PC-173,feel.doc,File Open,False
E1296,U174,2024-01-01 09:25:03.517696,PC-174,figure.doc,File Open,False
E1297,U174,2024-01-01 11:50:03.517696,PC-174,purpose.odp,File Open,False
E1298,U174,2024-01-01 08:31:03.517696,PC-174,daughter.wav,File Open,False
E1299,U174,2024-01-01 12:09:03.517696,PC-174,place.bmp,File Open,False
E1368,U178,2024-01-01 11:40:54.849734,PC-178,collection.flac,File Open,False
E1376,U179,2024-01-01 06:43:56.379270,PC-179,there.pptx,File Open,False
E1377,U179,2024-01-01 07:37:56.379270,PC-179,sure.webm,File Open,False
E1378,U179,2024-01-01 06:37:56.379270,PC-179,discover.jpg,File Open,False
E1379,U179,2024-01-01 09:33:56.379270,PC-179,continue.bmp,File Open,False
E1380,U179,2024-01-01 08:31:56.379270,PC-179,less.jpeg,File Open,False
E1398,U180,2024-01-01 17:09:00.000000,PC-180,you.js,File Open,False
E1399,U180,2024-01-01 22:59:00.000000,PC-180,against.avi,File Open,False
E1400,U180,2024-01-01 22:24:00.000000,PC-180,radio.wav,File Open,False
E1401,U180,2024-01-01 21:13:00.000000,PC-180,what.avi,File Open,False
E1418,U181,2024-01-01 07:34:41.691437,PC-181,another.mp3,File Open,False
E1419,U181,2024-01-01 06:52:41.691437,PC-181,try.jpg,File Open,False
E1420,U181,2024-01-01 07:23:41.691437,PC-181,herself.key,File Open,False
E1421,U181,2024-01-01 08:39:41.691437,PC-181,weight.html,File Open,False
E1439,U182,2024-01-01 10:47:09.613644,PC-182,fire.bmp,File Open,False
E1504,U186,2024-01-01 09:32:48.526237,PC-186,party.tiff,File Open,False
E1505,U186,2024-01-01 07:30:48.526237,PC-186,hard.avi,File Open,False
E1506,U186,2024-01-01 08:48:48.526237,PC-186,reflect.ppt,File Open,False
E1507,U186,2024-01-01 09:35:48.526237,PC-186,send.avi,File Open,False
E1508,U186,2024-01-01 13:15:48.526237,PC-186,sing.json,File Open,False
E1525,U187,2024-01-01 08:11:00.655318,PC-187,such.docx,File Open,False
E1526,U187,2024-01-01 09:33:00.655318,PC-187,impact.webm,File Open,False
E1527,U187,2024-01-01 09:55:00.655318,PC-187,group.jpg,File Open,False
E1528,U187,2024-01-01 10:13:00.655318,PC-187,religious.mp4,File Open,False
E1546,U188,2024-01-01 06:01:00.000000,PC-188,now.jpeg,File Open,False
E1547,U188,2024-01-01 07:03:00.000000,PC-188,note.gif,File Open,False
E1548,U188,2024-01-01 05:39:00.000000,PC-188,live.json,File Open,False
E1582,U190,2024-01-01 11:17:05.002574,PC-190,produce.pages,File Open,False
E1583,U190,2024-01-01 12:13:05.002574,PC-190,blue.css,File Open,False
E1584,U190,2024-01-01 09:32:05.002574,PC-190,area.wav,File Open,False
E1585,U190,2024-01-01 07:07:05.002574,PC-190,interest.odt,File Open,False
E1605,U191,2024-01-01 08:25:36.232611,PC-191,federal.gif,File Open,False
E1606,U191,2024-01-01 12:14:36.232611,PC-191,value.gif,File Open,False
E1628,U192,2024-01-01 12:04:29.648654,PC-192,goal.avi,File Open,False
E1629,U192,2024-01-01 09:22:29.648654,PC-192,girl.tiff,File Open,False
E1630,U192,2024-01-01 10:41:29.648654,PC-192,skill.ppt,File Open,False
E1631,U192,2024-01-01 10:42:29.648654,PC-192,season.xlsx,File Open,False
E1643,U193,2024-01-01 10:31:02.543570,PC-193,may.csv,File Open,False
E1644,U193,2024-01-01 10:16:02.543570,PC-193,over.mp3,File Open,False
E1645,U193,2024-01-01 12:45:02.543570,PC-193,want.txt,File Open,False
E1646,U193,2024-01-01 11:07:02.543570,PC-193,Congress.docx,File Open,False
E1647,U193,2024-01-01 12:48:02.543570,PC-193,on.wav,File Open,False
E1669,U194,2024-01-01 06:35:44.439266,PC-194,conference.xls,File Open,False
E1670,U194,2024-01-01 06:45:44.439266,PC-194,black.wav,File Open,False
E1671,U194,2024-01-01 09:24:44.439266,PC-194,capital.jpeg,File Open,False
E1688,U195,2024-01-01 12:36:58.082666,PC-195,prove.xls,File Open,False
E1689,U195,2024-01-01 08:39:58.082666,PC-195,meet.numbers,File Open,False
E1690,U195,2024-01-01 09:47:58.082666,PC-195,affect.mp3,File Open,False
E1691,U195,2024-01-01 12:12:58.082666,PC-195,idea.webm,File Open,False
E1714,U196,2024-01-01 09:22:02.972697,PC-196,white.pdf,File Open,False
E1715,U196,2024-01-01 12:16:02.972697,PC-196,security.odp,File Open,False
E1716,U196,2024-01-01 11:35:02.972697,PC-196,risk.txt,File Open,False
E1725,U197,2024-01-01 09:40:24.331283,PC-197,page.wav,File Open,False
E1726,U197,2024-01-01 13:41:24.331283,PC-197,exist.xls,File Open,False
E1738,U198,2024-01-01 11:43:02.097487,PC-198,work.mov,File Open,False
E1739,U198,2024-01-01 10:09:02.097487,PC-198,sometimes.js,File Open,False
E1757,U199,2024-01-01 12:15:00.000000,PC-199,quickly.mp4,File Open,False
E1780,U100,2024-01-02 11:44:43.553098,PC-100,by.bmp,File Open,False
E1781,U100,2024-01-02 07:49:43.553098,PC-100,middle.jpg,File Open,False
E1782,U100,2024-01-02 12:34:43.553098,PC-100,pick.key,File Open,False
E1783,U100,2024-01-02 10:09:43.553098,PC-100,skill.tiff,File Open,False
E1784,U100,2024-01-02 06:47:43.553098,PC-100,stuff.txt,File Open,False
E1805,U101,2024-01-02 11:25:00.000000,PC-101,really.pages,File Open,False
E1806,U101,2024-01-02 10:18:00.000000,PC-101,kind.avi,File Open,False
E1807,U101,2024-01-02 10:29:00.000000,PC-101,store.jpeg,File Open,False
E1808,U101,2024-01-02 08:57:00.000000,PC-101,agree.js,File Open,False
E1809,U101,2024-01-02 09:48:00.000000,PC-101,bank.avi,File Open,False
E1830,U102,2024-01-02 10:46:57.679958,PC-102,hundred.js,File Open,False
E1831,U102,2024-01-02 07:39:57.679958,PC-102,budget.jpeg,File Open,False
E1832,U102,2024-01-02 10:07:57.679958,PC-102,enjoy.numbers,File Open,False
E1842,U103,2024-01-02 04:46:00.000000,PC-103,task.png,File Open,False
E1843,U103,2024-01-02 03:35:00.000000,PC-103,leg.docx,File Open,False
E1844,U103,2024-01-02 04:52:00.000000,PC-103,challenge.csv,File Open,False
E1845,U103,2024-01-02 02:16:00.000000,PC-103,leader.key,File Open,False
E1864,U104,2024-01-02 07:51:43.995499,PC-104,crime.mp3,File Open,False
E1865,U104,2024-01-02 08:29:43.995499,PC-104,himself.ods,File Open,False
E1866,U104,2024-01-02 07:58:43.995499,PC-104,brother.ppt,File Open,False
E1867,U104,2024-01-02 10:00:43.995499,PC-104,add.wav,File Open,False
E1881,U105,2024-01-02 11:42:43.796016,PC-105,about.gif,File Open,False
E1882,U105,2024-01-02 11:33:43.796016,PC-105,discover.png,File Open,False
E1883,U105,2024-01-02 10:09:43.796016,PC-105,until.mp4,File Open,False
E1911,U107,2024-01-02 00:56:00.000000,PC-107,usually.txt,File Open,False
E1912,U107,2024-01-02 05:59:00.000000,PC-107,condition.mp3,File Open,False
E1913,U107,2024-01-02 03:52:00.000000,PC-107,blue.flac,File Open,False
E1932,U108,2024-01-02 12:05:19.216956,PC-108,choice.bmp,File Open,False
E1954,U109,2024-01-02 11:13:50.761843,PC-109,name.png,File Open,False
E1955,U109,2024-01-02 09:20:50.761843,PC-109,line.mov,File Open,False
E1956,U109,2024-01-02 07:29:50.761843,PC-109,fill.jpeg,File Open,False
E1957,U109,2024-01-02 13:36:50.761843,PC-109,total.pages,File Open,False
E1971,U110,2024-01-02 10:49:44.302922,PC-110,couple.flac,File Open,False
E1972,U110,2024-01-02 09:31:44.302922,PC-110,special.mp3,File Open,False
E1973,U110,2024-01-02 12:10:44.302922,PC-110,interest.csv,File Open,False
E1996,U111,2024-01-03 01:16:00.000000,PC-111,life.wav,File Open,False
E1997,U111,2024-01-03 02:36:00.000000,PC-111,region.mp4,File Open,False
E2018,U112,2024-01-02 21:56:00.000000,PC-112,process.mp3,File Open,False
E2019,U112,2024-01-02 20:50:00.000000,PC-112,right.flac,File Open,False
E2020,U112,2024-01-02 21:48:00.000000,PC-112,voice.js,File Open,False
E2021,U112,2024-01-03 01:46:00.000000,PC-112,when.numbers,File Open,False
E2022,U112,2024-01-03 02:22:00.000000,PC-112,couple.csv,File Open,False
E2044,U113,2024-01-02 09:49:31.404776,PC-113,debate.xlsx,File Open,False
E2045,U113,2024-01-02 09:06:31.404776,PC-113,moment.mp3,File Open,False
E2061,U114,2024-01-02 08:45:33.166409,PC-114,everything.bmp,File Open,False
E2062,U114,2024-01-02 08:05:33.166409,PC-114,beautiful.key,File Open,False
E2063,U114,2024-01-02 08:12:33.166409,PC-114,thing.odp,File Open,False
E2073,U115,2024-01-02 13:32:27.752777,PC-115,evidence.html,File Open,False
E2074,U115,2024-01-02 10:48:27.752777,PC-115,become.wav,File Open,False
E2084,U116,2024-01-02 09:55:16.736088,PC-116,Congress.csv,File Open,False
E2085,U116,2024-01-02 09:03:16.736088,PC-116,public.jpeg,File Open,False
E2086,U116,2024-01-02 09:43:16.736088,PC-116,pick.key,File Open,False
E2087,U116,2024-01-02 09:12:16.736088,PC-116,about.key,File Open,False
E2102,U117,2024-01-02 12:24:53.386358,PC-117,size.xlsx,File Open,False
E2103,U117,2024-01-02 12:25:53.386358,PC-117,wife.flac,File Open,False
E2104,U117,2024-01-02 10:22:53.386358,PC-117,box.txt,File Open,False
E2125,U118,2024-01-02 07:48:32.059131,PC-118,stop.mov,File Open,False
E2126,U118,2024-01-02 08:23:32.059131,PC-118,music.png,File Open,False
E2127,U118,2024-01-02 11:45:32.059131,PC-118,pressure.xls,File Open,False
E2128,U118,2024-01-02 08:38:32.059131,PC-118,argue.mov,File Open,False
E2145,U119,2024-01-02 12:36:06.058191,PC-119,whatever.css,File Open,False
E2171,U121,2024-01-02 07:14:59.424842,PC-121,parent.wav,File Open,False
E2172,U121,2024-01-02 11:13:59.424842,PC-121,work.png,File Open,False
E2173,U121,2024-01-02 12:20:59.424842,PC-121,inside.mov,File Open,False
E2174,U121,2024-01-02 11:38:59.424842,PC-121,office.mp4,File Open,False
E2175,U121,2024-01-02 09:27:59.424842,PC-121,market.wav,File Open,False
E2192,U122,2024-01-02 09:17:28.965698,PC-122,describe.odp,File Open,False
E2193,U122,2024-01-02 12:49:28.965698,PC-122,simple.txt,File Open,False
E2194,U122,2024-01-02 09:30:28.965698,PC-122,life.xlsx,File Open,False
E2195,U122,2024-01-02 09:58:28.965698,PC-122,state.pptx,File Open,False
E2196,U122,2024-01-02 07:40:28.965698,PC-122,trouble.mov,File Open,False
E2215,U123,2024-01-02 09:26:47.546019,PC-123,less.css,File Open,False
E2233,U124,2024-01-02 11:40:49.039842,PC-124,nothing.webm,File Open,False
E2234,U124,2024-01-02 12:09:49.039842,PC-124,success.wav,File Open,False
E2235,U124,2024-01-02 12:19:49.039842,PC-124,marriage.wav,File Open,False
E2258,U125,2024-01-02 11:02:37.932219,PC-125,window.mp4,File Open,False
E2259,U125,2024-01-02 10:34:37.932219,PC-125,family.tiff,File Open,False
E2260,U125,2024-01-02 11:25:37.932219,PC-125,design.bmp,File Open,False
E2284,U127,2024-01-02 07:38:52.372785,PC-127,sport.wav,File Open,False
E2285,U127,2024-01-02 09:14:52.372785,PC-127,Republican.ppt,File Open,False
E2286,U127,2024-01-02 11:40:52.372785,PC-127,include.odt,File Open,False
E2287,U127,2024-01-02 09:10:52.372785,PC-127,inside.js,File Open,False
E2300,U128,2024-01-02 10:24:02.926606,PC-128,administration.css,File Open,False
E2301,U128,2024-01-02 13:19:02.926606,PC-128,beyond.avi,File Open,False
E2312,U129,2024-01-02 12:56:37.749235,PC-129,because.avi,File Open,False
E2313,U129,2024-01-02 12:17:37.749235,PC-129,practice.jpg,File Open,False
E2341,U131,2024-01-02 13:18:35.559340,PC-131,free.odp,File Open,False
E2342,U131,2024-01-02 07:37:35.559340,PC-131,use.mp4,File Open,False
E2343,U131,2024-01-02 13:07:35.559340,PC-131,compare.avi,File Open,False
E2344,U131,2024-01-02 08:16:35.559340,PC-131,character.key,File Open,False
E2345,U131,2024-01-02 11:31:35.559340,PC-131,letter.json,File Open,False
E2359,U132,2024-01-02 12:46:30.866318,PC-132,go.mp4,File Open,False
E2360,U132,2024-01-02 09:07:30.866318,PC-132,condition.key,File Open,False
E2361,U132,2024-01-02 12:04:30.866318,PC-132,name.mov,File Open,False
E2362,U132,2024-01-02 10:59:30.866318,PC-132,interesting.wav,File Open,False
E2363,U132,2024-01-02 08:30:30.866318,PC-132,relationship.txt,File Open,False
E2378,U133,2024-01-02 15:26:00.000000,PC-133,note.csv,File Open,False
E2379,U133,2024-01-02 16:49:00.000000,PC-133,scientist.avi,File Open,False
E2395,U134,2024-01-02 12:58:00.000000,PC-134,leave.gif,File Open,False
E2396,U134,2024-01-02 14:47:00.000000,PC-134,election.wav,File Open,False
E2412,U135,2024-01-02 21:59:00.000000,PC-135,floor.css,File Open,False
E2413,U135,2024-01-02 22:01:00.000000,PC-135,site.html,File Open,False
E2414,U135,2024-01-02 20:22:00.000000,PC-135,surface.wav,File Open,False
E2415,U135,2024-01-03 01:39:00.000000,PC-135,hotel.json,File Open,False
E2430,U136,2024-01-02 22:13:00.000000,PC-136,but.mp3,File Open,False
E2431,U136,2024-01-02 23:42:00.000000,PC-136,every.png,File Open,False
E2432,U136,2024-01-02 19:51:00.000000,PC-136,my.pages,File Open,False
E2449,U137,2024-01-02 11:32:35.254025,PC-137,figure.wav,File Open,False
E2462,U138,2024-01-02 13:09:07.485825,PC-138,main.png,File Open,False
E2463,U138,2024-01-02 08:55:07.485825,PC-138,return.csv,File Open,False
E2464,U138,2024-01-02 10:52:07.485825,PC-138,effort.webm,File Open,False
E2465,U138,2024-01-02 10:26:07.485825,PC-138,month.jpg,File Open,False
E2487,U139,2024-01-02 09:24:20.633298,PC-139,debate.wav,File Open,False
E2488,U139,2024-01-02 09:03:20.633298,PC-139,machine.ods,File Open,False
E2489,U139,2024-01-02 11:22:20.633298,PC-139,though.mp4,File Open,False
E2490,U139,2024-01-02 12:17:20.633298,PC-139,site.avi,File Open,False
E2491,U139,2024-01-02 12:59:20.633298,PC-139,red.jpeg,File Open,False
E2505,U140,2024-01-02 06:24:26.772762,PC-140,process.mov,File Open,False
E2521,U141,2024-01-02 07:38:21.378557,PC-141,prepare.gif,File Open,False
E2522,U141,2024-01-02 10:36:21.378557,PC-141,total.webm,File Open,False
